Survival	Score	Name	SYMBOL
PFSgood	-44.99	223229_at	UBE2T
PFSgood	-44.33	204558_at	RAD54L
PFSgood	-44.31	1554609_at	MGC12965
PFSgood	-44.3	211580_s_at	PIK3R3
PFSgood	-43.93	228033_at	E2F7
PFSgood	-43.27	203022_at	RNASEH2A
PFSgood	-43.17	232278_s_at	DEPDC1
PFSgood	-43.17	219225_at	PGBD5
PFSgood	-43.05	215708_s_at	PRIM2A
PFSgood	-42.71	220520_s_at	RP13-383K5.2
PFSgood	-42.7	243582_at	SH3RF2
PFSgood	-42.36	1558217_at	SLFN13
PFSgood	-41.81	1555173_at	STX19
PFSgood	-41.74	214079_at	DHRS2
PFSgood	-41.7	204603_at	EXO1
PFSgood	-41.38	226462_at	STXBP6
PFSgood	-41.31	235247_at
PFSgood	-40.68	210036_s_at	KCNH2
PFSgood	-40.62	213008_at	KIAA1794
PFSgood	-40.54	223822_at	SUSD4
PFSgood	-40.37	203358_s_at	EZH2
PFSgood	-40.34	205393_s_at	CHEK1
PFSgood	-40.14	238289_at
PFSgood	-39.6	226246_at	KCTD1
PFSgood	-39.43	226456_at	MGC24665
PFSgood	-39.37	436_s_at	CDCA3
PFSgood	-39.241	219389_at	SUSD4
PFSgood	-39.179	207802_at	CRISP3
PFSgood	-38.86	585_s_at	DTL
PFSgood	-38.845	228360_at	OC130576
PFSgood	-38.748	688_s_at	TPD52
PFSgood	-38.712	226245_at	KCTD1
PFSgood	-38.628	205240_at	GPSM2
PFSgood	-38.395	240303_at	OC646769
PFSgood	-38.153	204510_at	CDC7
PFSgood	-38.151	205053_at	PRIM1
PFSgood	-37.918	334_x_at	BIRC5
PFSgood	-37.459	223785_at	KIAA1794
PFSgood	-37.325	554_x_at	PTTG1
PFSgood	-37.017	206526_at	RIBC2
PFSgood	-36.881	106_a_at	CTDSPL2
PFSgood	-36.647	469_s_at	PIR
PFSgood	-36.587	567_s_at	SKP2
PFSgood	-36.543	716_a_at	CXADR
PFSgood	-36.399	219703_at	MNS1
PFSgood	-36.327	777_s_at	KIAA0494
PFSgood	-36.28	219_a_at	AMMECR1
PFSgood	-35.87	204973_at	GJB1
PFSgood	-35.787	205909_at	POLE2
PFSgood	-35.783	205394_at	CHEK1
PFSgood	-35.356	231835_at	C1orf93
PFSgood	-35.227	221879_at	CALML4
PFSgood	-34.944	222037_at	MCM4
PFSgood	-34.882	213007_at	KIAA1794
PFSgood	-34.745	237197_at	LEMD1
PFSgood	-34.558	629_s_at	NXT2
PFSgood	-34.556	218115_at	ASF1B
PFSgood	-34.417	219306_at	KIF15
PFSgood	-34.359	958_s_at	DEPDC1
PFSgood	-34.26	121_s_at	RBM35A
PFSgood	-34.173	423_a_at	SLFN13
PFSgood	-34.088	213599_at	OIP5
PFSgood	-33.996	945_x_at	MANSC1
PFSgood	-33.845	209464_at	AURKB
PFSgood	-33.826	231882_at	OC440157
PFSgood	-33.664	233498_at	ERBB4
PFSgood	-33.616	553734_at	AK7
PFSgood	-33.593	052_s_at	WHSC1
PFSgood	-33.279	555_s_at	C16orf60
PFSgood	-33.16	043_s_at	KIAA0703
PFSgood	-33.083	214053_at
PFSgood	-32.968	009_s_at	PRC1
PFSgood	-32.867	881_x_at
PFSgood	-32.659	910_s_at	// POMZP3
PFSgood	-32.595	036_s_at	MCM4
PFSgood	-32.459	227429_at	EFCAB4A
PFSgood	-32.283	204623_at	TFF3
PFSgood	-32.139	203961_at	NEBL
PFSgood	-32.073	223556_at	HELLS
PFSgood	-31.929	213454_at	APITD1
PFSgood	-31.4	203126_at	IMPA2
PFSgood	-31.278	230928_at
PFSgood	-30.973	207149_at	CDH12
PFSgood	-30.963	746_s_at	BSPRY
PFSgood	-30.779	228415_at
PFSgood	-30.768	227647_at	KCNE3
PFSgood	-30.618	696_s_at	TYMS
PFSgood	-30.589	350_s_at	GMNN
PFSgood	-30.476	170_s_at	CKS2
PFSgood	-30.294	229499_at	CAPN13
PFSgood	-30.231	229238_at	OC400566
PFSgood	-30.089	689_s_at	TPD52
PFSgood	-30.059	224753_at	CDCA5
PFSgood	-29.962	222266_at	C19orf2
PFSgood	-29.946	237081_at
PFSgood	-29.874	234709_at	CAPN13
PFSgood	-29.818	229817_at	ZNF608
PFSgood	-29.789	451_s_at	C6orf79
PFSgood	-29.652	962_s_at	NEBL
PFSgood	-29.429	204695_at	CDC25A
PFSgood	-29.422	521_s_at	GINS2
PFSgood	-29.384	454_s_at	ERBB3
PFSgood	-29.258	295_x_at	DEPDC1
PFSgood	-29.245	231832_at	GALNT4
PFSgood	-29.232	215006_at	EZH2
PFSgood	-29.158	218039_at	NUSAP1
PFSgood	-28.866	239733_at	MGC16186
PFSgood	-28.771	228825_at	LTB4DH
PFSgood	-28.605	992_x_at	ECT2
PFSgood	-28.493	202589_at	TYMS
PFSgood	-28.42	205769_at	SLC27A2
PFSgood	-28.36	215_s_at	TFRC
PFSgood	-28.001	768_a_at	MAD2L1
PFSgood	-27.979	221922_at	GPSM2
PFSgood	-27.85	223307_at	CDCA3
PFSgood	-27.806	782_s_at	ATAD2
PFSgood	-27.604	232632_at	TSPAN3
PFSgood	-27.561	218355_at	KIF4A
PFSgood	-27.225	576_a_at	ETV4
PFSgood	-26.993	228377_at	KLHL14
PFSgood	-26.973	994_s_at	STXBP6
PFSgood	-26.804	895_s_at	EPN3
PFSgood	-26.801	553986_at	RASEF
PFSgood	-26.752	231502_at	P15RS
PFSgood	-26.749	242546_at	OC440157
PFSgood	-26.734	971_s_at	ST6GAL1
PFSgood	-26.663	878_a_at	ABCD3
PFSgood	-26.572	350_s_at	MATN2
PFSgood	-26.273	221946_at	C9orf116
PFSgood	-26.189	220030_at	STYK1
PFSgood	-26.176	768_s_at	FEN1
PFSgood	-26.124	230991_at
PFSgood	-26.123	229964_at	C9orf152
PFSgood	-26.114	552306_at	ALG10
PFSgood	-26.058	205190_at	PLS1
PFSgood	-25.771	214_x_at	CDC2
PFSgood	-25.767	239278_at
PFSgood	-25.495	202240_at	PLK1
PFSgood	-25.229	220_s_at	SCYL2
PFSgood	-25.17	559_s_at	CDC2
PFSgood	-25.154	768_s_at	SLC27A2
PFSgood	-25.113	773_s_at	GALNT12
PFSgood	-25.005	758_a_at	CDKN3
PFSgood	-24.959	227603_at
PFSgood	-24.786	731_a_at	AP1S3
PFSgood	-24.675	621_s_at	VIL2
PFSgood	-24.614	228281_at	FLJ25416
PFSgood	-24.524	714_s_at	CDKN3
PFSgood	-24.509	231472_at	FBXO15
PFSgood	-24.493	223274_at
PFSgood	-24.367	407_s_at	-213H19.1
PFSgood	-24.176	229_s_at	COCH
PFSgood	-24.127	792_s_at	BSPRY
PFSgood	-24.019	869_s_at	UNC93B1
PFSgood	-23.581	824_s_at	LTB4DH
PFSgood	-23.474	737_x_at	CHST9
PFSgood	-23.424	580_x_at	FOXM1
PFSgood	-23.269	103_s_at	ANP32E
PFSgood	-22.854	094_s_at	C6orf79
PFSgood	-22.816	739_s_at	PNPLA4
PFSgood	-22.48	126_s_at	CDC45L
PFSgood	-22.401	095_s_at	BIRC5
PFSgood	-22.267	242321_at
PFSgood	-22.125	408_a_at	TK1
PFSgood	-21.784	779_s_at	OC651816
PFSgood	-21.494	814_s_at	CCNE2
PFSgood	-21.419	202613_at	CTPS
PFSgood	-21.377	235092_at	KCTD1
PFSgood	-20.843	59437_at	C9orf116
PFSgood	-20.835	235144_at
PFSgood	-20.643	007_s_at	PTK9
PFSgood	-20.546	225834_at	3820
PFSgood	-20.512	225436_at	LOC58489
PFSgood	-20.443	231838_at	C20orf119
PFSgood	-20.315	400_s_at	CHST9
PFSgood	-20.238	203418_at	CCNA2
PFSgood	-20.022	709_s_at	HMMR
PFSgood	-19.904	209_s_at	P15RS
PFSgood	-19.437	518_s_at	ELL3
PFSgood	-19.399	230624_at	SLC25A27
PFSgood	-19.248	503_s_at	KIAA0101
PFSgood	-18.975	885_s_at	GALNT12
PFSgood	-18.954	227497_at
PFSgood	-18.953	235509_at	C8orf38
PFSgood	-18.932	243718_at	OC642775
PFSgood	-18.846	558139_at	FLJ39632
PFSgood	-18.645	362_s_at	MAD2L1
PFSgood	-18.6	026_s_at	ZWINT
PFSgood	-18.578	223_s_at	ROD1
PFSgood	-18.545	326_s_at	LGR4
PFSgood	-18.423	203213_at	CDC2
PFSgood	-18.385	942_s_at	CPD
PFSgood	-18.276	205538_at	CORO2A
PFSgood	-18.208	490_x_at	HIST1H2BF
PFSgood	-18.109	390_s_at	BCAT1
PFSgood	-17.976	466_s_at	OC644053
PFSgood	-17.785	201930_at	MCM6
PFSgood	-17.698	205034_at	CCNE2
PFSgood	-17.638	226421_at	AMMECR1
PFSgood	-17.597	235609_at
PFSgood	-17.556	204351_at	S100P
PFSgood	-17.514	629_s_at	ACP1
PFSgood	-17.491	241940_at	ABHD3
PFSgood	-17.386	214481_at	IST1H2AM
PFSgood	-17.345	237591_at	FLJ42957
PFSgood	-17	202338_at	TK1
PFSgood	-16.953	227461_at	STON2
PFSgood	-16.947	221703_at	BRIP1
PFSgood	-16.669	237665_at	KIAA1026
PFSgood	-16.454	207165_at	HMMR
PFSgood	-16.44	205455_at	MST1R
PFSgood	-16.393	228214_at
PFSgood	-16.335	204975_at	EMP2
PFSgood	-16.331	523_x_at	HIST1H2BI
PFSgood	-16.312	203967_at	CDC6
PFSgood	-16.103	218800_at	SRD5A2L
PFSgood	-16.016	607_s_at	CYP51A1
PFSgood	-15.625	213789_at
PFSgood	-15.425	227177_at	CORO2A
PFSgood	-15.215	244631_at	C642398
PFSgood	-15.162	230560_at	STXBP6
PFSgood	-15.139	670_s_at	TOMM34
PFSgood	-15.081	203997_at	PTPN3
PFSgood	-14.932	242535_at
PFSgood	-14.902	772_a_at	CDC25A
PFSgood	-14.7	239834_at	KCTD1
PFSgood	-14.454	968_s_at	CDC6
PFSgood	-14.3	021_s_at	MKI67
PFSgood	-14.235	513_s_at	HSDL2
PFSgood	-14.149	962_s_at	CENPA
PFSgood	-13.969	228559_at	C16orf60
PFSgood	-13.911	067_x_at	HIST1H2BD
PFSpoor	145.837	201185_at	HTRA1
PFSpoor	146.044	790_s_at	PTRF
PFSpoor	146.081	212915_at	PDZRN3
PFSpoor	146.229	894_s_at	AOC3
PFSpoor	146.98	997_x_at	H19
PFSpoor	147.081	656_s_at	TMEM47
PFSpoor	147.199	212419_at	C10orf56
PFSpoor	147.897	227486_at	NT5E
PFSpoor	147.954	979_s_at	6GALNAC5
PFSpoor	148.61	280_s_at	DAB2
PFSpoor	148.838	228333_at
PFSpoor	149.262	225442_at
PFSpoor	149.294	226136_at
PFSpoor	149.296	651_s_at	LAMB1
PFSpoor	149.441	228057_at	DDIT4L
PFSpoor	149.652	542_x_at	IGF1
PFSpoor	150.293	289_a_at
PFSpoor	150.337	226142_at	GLIPR1
PFSpoor	151.025	230071_at	11-Sep
PFSpoor	151.129	201508_at	IGFBP4
PFSpoor	151.277	235371_at
PFSpoor	151.292	235733_at	PPP4R2
PFSpoor	151.483	222379_at
PFSpoor	152.162	060_s_at	PAPSS2
PFSpoor	152.185	204345_at	COL16A1
PFSpoor	152.391	548_s_at	LPL
PFSpoor	152.421	220918_at	C21orf96
PFSpoor	152.444	212423_at	C10orf56
PFSpoor	152.777	215199_at	CALD1
PFSpoor	153.55	215077_at
PFSpoor	153.71	201278_at	DAB2
PFSpoor	153.857	228335_at	CLDN11
PFSpoor	154.3	212077_at	CALD1
PFSpoor	154.512	602_s_at	FAM38B
PFSpoor	154.95	205381_at	LRRC17
PFSpoor	155.13	204163_at	EMILIN1
PFSpoor	155.413	209869_at	ADRA2A
PFSpoor	155.44	616_s_at	CALD1
PFSpoor	156.466	205525_at	CALD1
PFSpoor	156.576	304_s_at	PDGFD
PFSpoor	156.972	213933_at	PTGER3
PFSpoor	156.984	275_s_at
PFSpoor	157.49	219700_at	PLXDC1
PFSpoor	157.515	235944_at	HMCN1
PFSpoor	157.628	219410_at	TMEM45A
PFSpoor	157.717	080_s_at	ITGBL1
PFSpoor	157.757	219874_at	SLC12A8
PFSpoor	158.528	365_s_at	ECM1
PFSpoor	158.677	908_s_at	OMD
PFSpoor	159.08	217525_at	OLFML1
PFSpoor	159.463	646_x_at	H19
PFSpoor	160.62	239286_at
PFSpoor	161.469	228821_at
PFSpoor	161.527	221872_at	RARRES1
PFSpoor	162.021	207175_at	ADIPOQ
PFSpoor	163.58	233607_at	BICC1
PFSpoor	164.863	209496_at	RARRES2
PFSpoor	164.911	204719_at	ABCA8
PFSpoor	165.076	205100_at	GFPT2
PFSpoor	165.333	202465_at	PCOLCE
PFSpoor	165.627	789_s_at	SEMA3C
PFSpoor	165.716	360_s_at	RUNX1
PFSpoor	165.842	201621_at	NBL1
PFSpoor	166.312	203305_at	F13A1
PFSpoor	167.374	205330_at	MN1
PFSpoor	167.521	235521_at	HOXA3
PFSpoor	168.283	226875_at	DOCK11
PFSpoor	168.378	529_s_at	RUNX1T1
PFSpoor	168.783	226047_at	MRVI1
PFSpoor	169.066	37005_at	NBL1
PFSpoor	169.54	897_s_at	PALLD
PFSpoor	170.239	230214_at	MRVI1
PFSpoor	170.257	213001_at	ANGPTL2
PFSpoor	170.456	907_s_at	PALLD
PFSpoor	172.444	233109_at	COL12A1
PFSpoor	172.755	225241_at	CCDC80
PFSpoor	174.642	214043_at	PTPRD
PFSpoor	174.842	148_s_at	TIMP3
PFSpoor	174.851	204774_at	EVI2A
PFSpoor	174.855	201505_at	LAMB1
PFSpoor	174.934	205499_at	SRPX2
PFSpoor	175.462	236044_at	PPAPDC1A
PFSpoor	175.962	764_s_at	RAB31
PFSpoor	176.141	222288_at	PPP4R2
PFSpoor	176.347	243864_at	CCDC80
PFSpoor	177.621	204035_at	SCG2
PFSpoor	177.693	435_s_at	CYP1B1
PFSpoor	177.792	597_s_at	HOP
PFSpoor	178.97	617_x_at	CALD1
PFSpoor	179.099	219179_at	DACT1
PFSpoor	179.866	223204_at	C4orf18
PFSpoor	180.208	227059_at	GPC6
PFSpoor	180.302	763_s_at	RAB31
PFSpoor	180.749	228396_at
PFSpoor	181.25	688_s_at	PHLDB2
PFSpoor	181.747	221898_at	PDPN
PFSpoor	182.796	201289_at	CYR61
PFSpoor	183.418	843_s_at	EFEMP1
PFSpoor	183.519	213496_at	LPPR4
PFSpoor	183.823	219655_at	C7orf10
PFSpoor	183.933	309_a_at	NEXN
PFSpoor	183.988	764_s_at	CYR61
PFSpoor	184.408	474_a_at	MOXD1
PFSpoor	185.87	222449_at	TMEPAI
PFSpoor	185.899	212764_at
PFSpoor	185.948	988_s_at	C1QTNF3
PFSpoor	186.337	218162_at	OLFML3
PFSpoor	186.65	139_s_at	PMP22
PFSpoor	187.457	191_s_at	ISLR
PFSpoor	187.52	203570_at	LOXL1
PFSpoor	187.975	724_s_at	TAGLN
PFSpoor	188.894	261_x_at	BGN
PFSpoor	188.96	762_s_at	RAB31
PFSpoor	188.975	214927_at	ITGBL1
PFSpoor	189.126	213247_at	SVEP1
PFSpoor	189.308	209708_at	MOXD1
PFSpoor	189.446	149_s_at	TIMP3
PFSpoor	189.592	135_x_at	TIMP3
PFSpoor	189.608	221900_at	COL8A2
PFSpoor	189.654	209101_at	CTGF
PFSpoor	189.931	994_s_at	FBLN1
PFSpoor	190.026	203666_at	CXCL12
PFSpoor	190.534	665_s_at	SPARC
PFSpoor	190.639	225464_at	FRMD6
PFSpoor	190.773	568765_at	SERPINE1
PFSpoor	191.536	225524_at	ANTXR2
PFSpoor	193.772	228367_at	ALPK2
PFSpoor	193.799	225481_at	FRMD6
PFSpoor	194.099	656_s_at	LHFP
PFSpoor	194.789	202363_at	SPOCK1
PFSpoor	195.029	447_s_at	GLT8D2
PFSpoor	196.355	558199_at	FN1
PFSpoor	196.585	233690_at	RUNX1
PFSpoor	196.997	232805_at	COL11A1
PFSpoor	197.072	226103_at	NEXN
PFSpoor	197.19	209651_at	TGFB1I1
PFSpoor	200.498	224694_at	ANTXR1
PFSpoor	201.017	627_s_at	SERPINE1
PFSpoor	201.42	209540_at	IGF1
PFSpoor	201.529	430_x_at	COL1A1
PFSpoor	203.21	235821_at
PFSpoor	203.214	226769_at	OC387758
PFSpoor	203.754	907_s_at	OMD
PFSpoor	203.908	209541_at	IGF1
PFSpoor	204.107	905_x_at	/// TSHZ1
PFSpoor	204.211	204955_at	SRPX
PFSpoor	204.374	230493_at	TMEM46
PFSpoor	204.853	555_s_at	CD36
PFSpoor	206.628	403_s_at	COL1A2
PFSpoor	206.691	238852_at	PRRX1
PFSpoor	207.173	547_s_at	TAGLN
PFSpoor	207.365	205433_at	BCHE
PFSpoor	207.674	235_s_at	SMOC2
PFSpoor	211.733	204114_at	NID2
PFSpoor	211.781	436_s_at	CYP1B1
PFSpoor	212.131	108_s_at	THBS1
PFSpoor	213.207	214587_at	COL8A1
PFSpoor	213.758	204589_at	NUAK1
PFSpoor	213.955	488_s_at	CD36
PFSpoor	214.374	222450_at	TMEPAI
PFSpoor	214.446	156_s_at	COL6A2
PFSpoor	215.135	228827_at
PFSpoor	216.106	243140_at	ACTA2
PFSpoor	217.688	225782_at	MSRB3
PFSpoor	217.782	209687_at	CXCL12
PFSpoor	218.131	206101_at	ECM2
PFSpoor	218.161	238617_at
PFSpoor	218.339	232523_at	MEGF10
PFSpoor	219.643	234994_at	KIAA1913
PFSpoor	220.606	479_s_at	PLAU
PFSpoor	222.631	225275_at	EDIL3
PFSpoor	224.047	404_s_at	COL1A2
PFSpoor	224.624	228766_at
PFSpoor	225.113	621_s_at	PDLIM3
PFSpoor	225.317	232231_at	RUNX2
PFSpoor	225.553	172_s_at	CDH11
PFSpoor	226.001	952_s_at	ADAM12
PFSpoor	226.654	019_s_at	COLEC12
PFSpoor	227.239	214702_at	FN1
PFSpoor	227.385	229218_at	COL1A2
PFSpoor	227.691	227399_at	VGLL3
PFSpoor	227.947	076_s_at	COL3A1
PFSpoor	229.127	668_s_at	PLAU
PFSpoor	229.803	235318_at	FBN1
PFSpoor	229.821	298_s_at	LOX
PFSpoor	229.864	842_s_at	EFEMP1
PFSpoor	229.946	221911_at	ETV1
PFSpoor	230.459	463_s_at	EDNRA
PFSpoor	230.586	203131_at	PDGFRA
PFSpoor	231.346	876_s_at	MMP11
PFSpoor	231.393	422_s_at	ITGBL1
PFSpoor	231.66	213429_at
PFSpoor	235.477	995_s_at	FBLN1
PFSpoor	235.831	991_s_at	PRRX1
PFSpoor	236.022	200974_at	ACTA2
PFSpoor	236.374	203939_at	NT5E
PFSpoor	237.457	231879_at	COL12A1
PFSpoor	239.642	147_s_at	TIMP3
PFSpoor	240.806	206227_at	CILP
PFSpoor	240.858	226997_at
PFSpoor	241.467	203180_at	ALDH1A3
PFSpoor	241.845	868_s_at	VCAM1
PFSpoor	243.833	212667_at	SPARC
PFSpoor	244.097	210170_at	PDLIM3
PFSpoor	244.572	437_s_at	CYP1B1
PFSpoor	245.578	236179_at
PFSpoor	245.888	131_s_at	PTGIS
PFSpoor	248.266	228481_at	POSTN
PFSpoor	248.512	495_x_at	FN1
PFSpoor	250.203	719_x_at	FN1
PFSpoor	250.241	765_s_at	FBN1
PFSpoor	251.01	213790_at
PFSpoor	251.854	442_x_at	FN1
PFSpoor	253.232	464_s_at	EDNRA
PFSpoor	253.477	201438_at	COL6A3
PFSpoor	254.997	161_s_at	COL3A1
PFSpoor	255.492	201069_at	MMP2
PFSpoor	256.549	813_x_at	DCN
PFSpoor	256.837	109_s_at	THBS1
PFSpoor	257.42	110_s_at	THBS1
PFSpoor	257.428	225664_at	COL12A1
PFSpoor	257.489	893_x_at	DCN
PFSpoor	257.872	201792_at	AEBP1
PFSpoor	258.979	878_s_at	MMP11
PFSpoor	262.405	464_s_at	FN1
PFSpoor	262.428	213139_at	SNAI2
PFSpoor	262.984	227070_at	GLT8D2
PFSpoor	263.366	213338_at	RIS1
PFSpoor	264.686	235182_at	C20orf82
PFSpoor	267.209	271_x_at
PFSpoor	267.213	212354_at	SULF1
PFSpoor	268.261	202283_at	SERPINF1
PFSpoor	268.301	238_s_at	NNMT
PFSpoor	268.48	052_s_at	SFRP4
PFSpoor	268.931	235629_at	FN1
PFSpoor	270.568	852_x_at	COL3A1
PFSpoor	271.486	310_s_at	COL1A1
PFSpoor	271.498	213909_at	LRRC15
PFSpoor	273.963	226834_at
PFSpoor	274.861	325_s_at	COL5A1
PFSpoor	279.572	213765_at	MFAP5
PFSpoor	279.826	173_x_at	CDH11
PFSpoor	281.25	150_s_at	TIMP3
PFSpoor	281.73	896_s_at	DCN
PFSpoor	281.768	766_s_at	FBN1
PFSpoor	283.018	202237_at	NNMT
PFSpoor	283.669	713_s_at	COMP
PFSpoor	283.799	226311_at
PFSpoor	284.153	221541_at	CRISPLD2
PFSpoor	286.565	209335_at	DCN
PFSpoor	288.818	212353_at	SULF1
PFSpoor	289.77	764_s_at	MFAP5
PFSpoor	290.145	229802_at
PFSpoor	290.656	226930_at	FNDC1
PFSpoor	294.107	612_s_at	ADH1B
PFSpoor	294.373	450_s_at	CTSK
PFSpoor	295.327	613_s_at	ADH1B
PFSpoor	295.562	311_s_at	COL1A1
PFSpoor	298.525	468_s_at	GREM1
PFSpoor	298.577	225681_at	CTHRC1
PFSpoor	301.049	229554_at
PFSpoor	301.306	941_s_at	COL10A1
PFSpoor	313.747	221729_at	COL5A2
PFSpoor	315.004	212488_at	COL5A1
PFSpoor	316.772	212489_at	COL5A1
PFSpoor	317.883	242_s_at	CCDC80
PFSpoor	318.41	620_s_at	CSPG2
PFSpoor	318.681	221730_at	COL5A2
PFSpoor	319.97	002_s_at	CXCL14
PFSpoor	319.98	051_s_at	SFRP4
PFSpoor	324.243	731_x_at	CSPG2
PFSpoor	325.425	232458_at	COL3A1
PFSpoor	325.977	571_s_at	CSPG2
PFSpoor	327.607	744_s_at	LUM
PFSpoor	328.315	218469_at	GREM1
PFSpoor	331.018	227566_at	HNT
PFSpoor	332.918	226777_at
PFSpoor	334.266	223278_at	GJB2
PFSpoor	338.952	226695_at	PRRX1
PFSpoor	338.965	511_s_at	INHBA
PFSpoor	339.772	484_s_at	CXCL14
PFSpoor	340.31	619_s_at	CSPG2
PFSpoor	345.052	446_s_at	LOX
PFSpoor	350.208	646_s_at	CSPG2
PFSpoor	355.695	219087_at	ASPN
PFSpoor	359.094	227061_at
PFSpoor	364.144	229479_at	OC646324
PFSpoor	369.433	955_s_at	FAP
PFSpoor	375.12	217428_s_at	COL10A1
PFSpoor	377.03	203083_at	THBS2
PFSpoor	383.64	203980_at	FABP4
PFSpoor	385.73	226237_at	COL8A1
PFSpoor	412.57	227140_at
PFSpoor	428.79	223121_s_at	SFRP2
PFSpoor	437.56	206439_at	DSPG3
PFSpoor	438.05	204320_at	COL11A1
PFSpoor	447.31	1555778_a_at	POSTN
PFSpoor	473.5	210809_s_at	POSTN
PFSpoor	487.31	37892_at	COL11A1
PFSpoor	519.48	223122_s_at	SFRP2
